mssubclass,mszoning,lotfrontage,lotarea,street,alley,lotshape,landcontour,lotconfig,landslope,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,lowqualfinsf,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,poolqc,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,price_per_sqft
80,RL,60.0,7134,Pave,None,Reg,Bnk,Inside,Mod,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,TA,TA,Y,0,50,0,0,0,0,None,MnPrv,None,0,2,2007,WD,Normal,95.58823529411765
20,RL,100.0,10175,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,TA,TA,Y,0,0,0,407,0,0,None,None,None,0,7,2008,WD,Normal,126.66666666666667
160,FV,24.0,2645,Pave,Pave,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1999.0,Fin,2,TA,TA,Y,115,0,0,0,0,0,None,None,None,0,8,2009,WD,Abnorml,99.19493962047153
60,RL,89.0,11645,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,TA,TA,Y,0,70,0,0,0,0,None,None,None,0,8,2006,WD,Normal,114.24418604651163
60,RL,66.0,13682,Pave,None,IR2,HLS,CulDSac,Gtl,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,0,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,192,0,37,0,0,0,None,None,None,0,10,2006,New,Partial,148.99151103565364
20,RL,60.0,7200,Pave,None,Reg,Bnk,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1973.0,Unf,1,TA,TA,Y,196,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,160.12820512820514
20,RL,63.0,13072,Pave,None,Reg,Lvl,Inside,Gtl,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,0,1,0,1,1,3,1,Gd,5,Typ,0,None,Detchd,2006.0,Unf,2,TA,TA,Y,0,50,0,0,0,0,None,None,None,0,5,2006,New,Partial,136.44214162348877
75,RM,60.0,7200,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,0,0,0,1,0,3,1,Fa,6,Typ,0,None,Detchd,1935.0,Unf,1,TA,TA,N,0,0,144,0,0,0,None,None,None,0,3,2007,WD,Normal,90.9090909090909
120,RL,44.0,6442,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,TA,TA,Y,120,49,0,0,0,0,None,None,None,0,10,2007,WD,Normal,147.8102189781022
70,RM,50.0,10300,Pave,None,IR1,Bnk,Inside,Gtl,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,0,0,0,2,0,3,1,TA,9,Typ,0,None,Detchd,1990.0,Unf,2,TA,TA,Y,12,11,64,0,0,0,None,GdPrv,None,0,4,2010,WD,Normal,81.87134502923976
60,RL,70.0,9375,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2,TA,TA,Y,576,36,0,0,0,0,None,GdPrv,None,0,2,2009,WD,Normal,107.91543756145526
60,RL,76.0,9591,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,TA,TA,Y,192,151,0,0,0,0,None,None,None,0,10,2007,WD,Normal,128.1843914274161
20,RL,73.0,19900,Pave,None,Reg,Lvl,Inside,Gtl,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,0,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,TA,TA,Y,301,0,0,0,0,0,None,None,None,0,7,2010,WD,Normal,81.55867693701857
20,RL,72.0,10665,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,TA,TA,Y,144,29,0,0,0,0,None,None,None,0,6,2007,WD,Normal,152.80594996619337
30,RM,47.0,4608,Pave,None,Reg,Lvl,Corner,Gtl,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1945.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,107.095046854083
50,RL,81.0,15593,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,TA,TA,Y,0,21,114,0,0,0,None,None,None,0,7,2006,WD,Normal,98.38216003498033
20,RL,95.0,13651,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,TA,TA,Y,300,0,0,0,0,0,None,None,None,0,2,2007,WD,Normal,109.76158344579397
20,RL,69.0,7599,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1987.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,153.25443786982248
60,RL,74.0,10141,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,TA,TA,Y,0,94,0,0,291,0,None,None,None,0,12,2009,WD,Normal,107.68335273573923
20,RL,85.0,10200,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1989.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,5,2010,WD,Normal,133.4254143646409
50,RM,60.0,5790,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,0,0,0,2,0,3,2,TA,8,Typ,0,None,Detchd,1915.0,Unf,1,TA,TA,Y,0,0,202,0,0,0,None,None,None,0,5,2010,WD,Normal,66.91588785046729
180,RM,21.0,1596,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1,TA,TA,Y,120,101,0,0,0,0,None,GdWo,None,0,11,2009,WD,Normal,92.10526315789474
20,RL,73.0,8475,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,0,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1956.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,142.59453781512605
50,RM,50.0,8635,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,6,Min1,0,None,Detchd,1948.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,98.83268482490273
90,RL,72.0,10778,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,0,0,0,2,0,4,2,TA,8,Typ,0,None,None,0.0,None,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,77.20588235294117
50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,0,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1966.0,Unf,2,TA,TA,Y,74,0,128,0,0,0,None,MnPrv,None,0,5,2009,WD,Normal,89.4308943089431
60,RL,100.0,13000,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,TA,TA,Y,0,72,0,0,252,0,None,None,None,0,6,2009,WD,Normal,90.33613445378151
120,RM,32.0,4500,Pave,None,Reg,Lvl,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,TA,TA,Y,0,199,0,0,0,0,None,None,None,0,3,2006,WD,Normal,114.80927449513837
20,RL,78.0,10206,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,144,99,0,0,0,0,None,None,None,0,10,2008,WD,Normal,156.7498400511836
20,RL,80.0,8892,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,0,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1974.0,Unf,2,TA,TA,Y,74,0,0,0,0,0,None,None,None,0,7,2007,COD,Normal,118.77934272300469
80,RL,65.0,8530,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,TA,TA,Y,120,72,0,0,0,0,None,None,Shed,700,5,2009,WD,Normal,114.31478968792402
60,RL,121.0,16059,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,TA,TA,Y,127,82,0,0,0,0,None,None,None,0,4,2006,WD,Normal,107.57136946628052
60,RL,122.0,11911,Pave,None,IR2,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,TA,TA,Y,100,38,0,0,0,0,None,None,None,0,3,2009,WD,Normal,111.53846153846153
160,FV,40.0,3951,Pave,Pave,Reg,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,0,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,TA,TA,Y,0,234,0,0,0,0,None,None,None,0,6,2009,New,Partial,134.3954248366013
50,C (all),105.0,8470,Pave,None,IR1,Lvl,Corner,Gtl,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,513,0,0,1,0,2,1,Fa,6,Typ,0,None,None,0.0,None,0,None,None,N,0,0,156,0,0,0,None,MnPrv,None,0,10,2009,ConLD,Abnorml,55.70117955439056
20,RL,60.0,8070,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,TA,5,Typ,0,None,None,0.0,None,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,124.84848484848484
20,RL,60.0,7200,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseA,0,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1950.0,Unf,2,TA,TA,Y,0,29,0,0,0,0,None,None,None,0,7,2006,WD,Normal,105.67307692307692
20,RL,85.0,8500,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,0,0,0,1,0,2,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,12,2006,WD,Abnorml,79.83805668016194
30,RL,80.0,13360,Pave,Grvl,IR1,HLS,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1921.0,Unf,2,TA,TA,Y,0,0,44,0,0,0,None,None,None,0,8,2009,WD,Normal,169.6058091286307
190,C (all),60.0,7200,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,0,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,TA,TA,Y,0,0,0,0,99,0,None,None,None,0,11,2007,WD,Normal,58.44609340899171
60,RL,69.0,9337,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2,TA,TA,Y,0,162,0,0,0,0,None,None,None,0,5,2007,WD,Normal,114.64165733482643
60,RL,65.0,9765,Pave,None,IR2,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,0,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,TA,TA,Y,232,63,0,0,0,0,None,None,Shed,480,4,2009,WD,Normal,125.85034013605443
20,RL,78.0,10264,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,TA,TA,Y,158,29,0,0,0,0,None,None,None,0,8,2006,WD,Normal,134.76070528967256
20,RL,73.0,10921,Pave,None,Reg,HLS,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,0,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1965.0,Fin,1,TA,TA,P,120,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,98.69791666666667
30,RL,85.0,10625,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,0,0,0,1,0,2,1,TA,5,Typ,0,None,Basment,1920.0,Unf,1,Fa,TA,Y,0,0,77,0,0,0,None,None,Shed,400,5,2010,COD,Abnorml,99.40119760479043
20,RL,77.0,9320,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,0,None,None,0.0,None,0,None,None,Y,352,0,0,0,0,0,None,None,Shed,400,1,2010,WD,Normal,105.26530612244898
20,RL,80.0,10603,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,TA,TA,Y,168,68,0,0,0,0,None,None,None,0,2,2010,WD,Normal,127.32919254658385
60,RL,77.0,9206,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,TA,TA,Y,192,46,0,0,0,0,None,None,None,0,6,2010,WD,Normal,102.77136258660508
90,RL,64.0,7018,Pave,None,Reg,Bnk,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,0,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Alloca,77.50097719869707
20,RL,94.0,10402,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,3,TA,TA,Y,0,36,0,0,0,0,None,None,None,0,5,2010,WD,Normal,162.23491027732464
50,RM,60.0,7758,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,Y,FuseF,0,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,TA,TA,Y,0,0,0,0,184,0,None,None,None,0,6,2007,WD,Normal,93.23432343234323
60,FV,75.0,9375,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,TA,TA,Y,140,45,0,0,0,0,None,None,None,0,8,2008,WD,Normal,125.50200803212851
30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,Y,SBrkr,0,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1954.0,Unf,1,Fa,Fa,N,0,0,0,0,0,0,None,None,Shed,450,8,2007,WD,Normal,95.51098376313276
20,RM,50.0,6000,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,0,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1948.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Partial,145.75411913814955
50,RM,85.0,8500,Pave,None,Reg,Lvl,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,GasW,TA,N,FuseF,0,0,0,2,0,3,1,Fa,7,Typ,0,None,None,0.0,None,0,None,None,N,0,0,144,0,0,0,None,None,None,0,8,2007,WD,Normal,75.80751483190508
20,RL,105.0,11751,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,TA,TA,Y,0,122,0,0,0,0,None,MnPrv,None,0,1,2010,COD,Normal,103.03687635574838
